date,to_type,sport,store,turnover,quantity,nb_transaction
7/25/2018 0:00,offline,FOOTBALL,1618,468,9,52
7/25/2018 0:00,offline,JOG/RUN,1618,413,59,7
7/25/2018 0:00,offline,PILATES,1614,6090,70,87
7/25/2018 0:00,online,SURFING,191,3528,56,63
7/25/2018 0:00,offline,BASKETBALL,1614,1422,79,18
7/25/2018 0:00,offline,SWIMMING,1614,336,6,56
7/25/2018 0:00,offline,SAILING,1618,5251,89,59
7/25/2018 0:00,offline,YOGA,1618,3916,89,44
7/25/2018 0:00,offline,SKATE/ROLLER,1614,5704,62,92
7/25/2018 0:00,online,SWIMMING,191,1221,37,33
7/25/2018 0:00,online,SKATE/ROLLER,191,4180,95,44
7/25/2018 0:00,offline,TENNIS,1614,8281,91,91
7/25/2018 0:00,online,BASKETBALL,191,85,5,17
7/25/2018 0:00,offline,BOXING,1618,6789,73,93
7/25/2018 0:00,offline,SKATE/ROLLER,1618,1947,33,59
7/25/2018 0:00,offline,FOOTBALL,1614,6768,94,72
7/25/2018 0:00,offline,GOLF,1618,7462,82,91
7/25/2018 0:00,offline,Others,1618,1500,30,50
7/25/2018 0:00,offline,DIVING,1614,1776,48,37
7/25/2018 0:00,offline,TRAIL,1618,900,75,12
7/25/2018 0:00,offline,DIVING,1618,3569,43,83
7/25/2018 0:00,online,BADMINTON,191,4320,45,96
7/25/2018 0:00,offline,KAYAK/SUP,1614,1216,64,19
7/25/2018 0:00,offline,SURFING,1618,6708,78,86
7/25/2018 0:00,offline,BADMINTON,1618,2112,88,24
7/25/2018 0:00,offline,JOG/RUN,1614,6887,71,97
7/25/2018 0:00,offline,CYCLING,1614,385,35,11
7/25/2018 0:00,offline,HIKING/TREKKING,1618,2905,83,35
7/25/2018 0:00,online,HIKING/TREKKING,191,1326,17,78
7/25/2018 0:00,online,KAYAK/SUP,191,5440,64,85
7/25/2018 0:00,offline,SQUASH,1614,672,12,56
7/25/2018 0:00,online,Others,191,2479,37,67
7/25/2018 0:00,offline,TABLE_TENNIS,1618,3818,83,46
7/25/2018 0:00,offline,SQUASH,1618,2604,31,84
7/25/2018 0:00,offline,CYCLING,1618,1909,23,83
7/25/2018 0:00,online,BOXING,191,1824,32,57
7/25/2018 0:00,offline,SAILING,1614,1840,92,20
7/25/2018 0:00,offline,KAYAK/SUP,1618,110,5,22
7/25/2018 0:00,online,FITNESS,191,8463,93,91
7/25/2018 0:00,online,CROSSTRAIN,191,2328,24,97
7/25/2018 0:00,online,DIVING,191,4606,47,98
7/25/2018 0:00,offline,UNKNOWN,1618,7047,87,81
7/25/2018 0:00,offline,TABLE_TENNIS,1614,3168,33,96
7/25/2018 0:00,offline,CROSSTRAIN,1618,1056,96,11
7/25/2018 0:00,online,TRIATHLON,191,3094,34,91
7/25/2018 0:00,online,SKI,191,4180,95,44
7/25/2018 0:00,offline,YOGA,1614,4740,60,79
7/25/2018 0:00,offline,TRIATHLON,1614,80,10,8
7/25/2018 0:00,offline,CROSSTRAIN,1614,846,94,9
7/25/2018 0:00,offline,FITNESS,1614,5346,66,81
7/25/2018 0:00,offline,GOLF,1614,2332,44,53
7/25/2018 0:00,offline,RUGBY,1618,4980,60,83
7/25/2018 0:00,offline,Others,1614,2068,47,44
7/25/2018 0:00,online,YOGA,191,2904,44,66
7/25/2018 0:00,offline,CLIMBING,1618,506,46,11
7/25/2018 0:00,offline,RUGBY,1614,384,6,64
7/25/2018 0:00,offline,VOLLEYBALL,1618,4600,92,50
7/25/2018 0:00,online,FOOTBALL,191,350,25,14
7/25/2018 0:00,offline,SKI,1618,1175,47,25
7/26/2018 0:00,offline,TENNIS,1614,68,17,4
7/26/2018 0:00,offline,FITNESS,1618,903,21,43
7/26/2018 0:00,offline,TRIATHLON,1618,3120,48,65
7/26/2018 0:00,offline,TENNIS,1618,1596,38,42
7/26/2018 0:00,offline,SWIMMING,1618,7029,99,71
7/26/2018 0:00,offline,UNKNOWN,1618,864,48,18
7/26/2018 0:00,offline,TRAIL,1614,8051,97,83
7/26/2018 0:00,offline,PILATES,1618,7360,80,92
7/26/2018 0:00,offline,PILATES,1614,4968,72,69
7/26/2018 0:00,offline,TRIATHLON,1614,6230,89,70
7/26/2018 0:00,offline,SWIMMING,1614,4864,76,64
7/26/2018 0:00,offline,TRAIL,1618,588,12,49
7/26/2018 0:00,offline,JOG/RUN,1614,2146,74,29
7/26/2018 0:00,offline,BASKETBALL,1618,1804,41,44
7/26/2018 0:00,offline,HIKING/TREKKING,1618,1122,33,34
7/26/2018 0:00,offline,SURFING,1618,2880,90,32
7/26/2018 0:00,offline,JOG/RUN,1618,304,38,8
7/26/2018 0:00,offline,FITNESS,1614,4845,95,51
7/26/2018 0:00,online,SWIMMING,191,550,50,11
7/26/2018 0:00,offline,SKI,1618,2752,86,32
7/26/2018 0:00,offline,FOOTBALL,1618,390,13,30
7/26/2018 0:00,online,SAILING,191,108,2,54
7/26/2018 0:00,offline,BADMINTON,1618,2622,57,46
7/26/2018 0:00,offline,BADMINTON,1614,946,86,11
7/26/2018 0:00,offline,SURFING,1614,897,39,23
7/26/2018 0:00,online,SKATE/ROLLER,191,1036,14,74
7/26/2018 0:00,offline,CROSSTRAIN,1614,1909,83,23
7/26/2018 0:00,offline,KAYAK/SUP,1614,992,31,32
7/26/2018 0:00,offline,KAYAK/SUP,1618,6966,86,81
7/26/2018 0:00,offline,SKATE/ROLLER,1614,1098,61,18
7/26/2018 0:00,offline,DIVING,1618,42,42,1
7/26/2018 0:00,offline,TABLE_TENNIS,1614,5704,62,92
7/26/2018 0:00,offline,DIVING,1614,1020,34,30
7/26/2018 0:00,offline,SKI,1614,5049,51,99
7/26/2018 0:00,offline,CROSSTRAIN,1618,330,11,30
7/26/2018 0:00,offline,YOGA,1614,924,22,42
7/26/2018 0:00,offline,CYCLING,1614,550,50,11
7/26/2018 0:00,offline,SAILING,1618,1080,18,60
7/26/2018 0:00,offline,BASKETBALL,1614,2695,55,49
7/26/2018 0:00,offline,GOLF,1614,5694,73,78
7/26/2018 0:00,offline,Others,1614,378,7,54
7/26/2018 0:00,offline,RUGBY,1614,1375,25,55
7/26/2018 0:00,offline,GOLF,1618,160,20,8
7/26/2018 0:00,offline,YOGA,1618,2225,89,25
7/26/2018 0:00,online,GOLF,191,2475,45,55
7/26/2018 0:00,offline,FOOTBALL,1614,22,22,1
7/26/2018 0:00,online,KAYAK/SUP,191,2368,64,37
7/26/2018 0:00,offline,SQUASH,1618,5320,95,56
7/26/2018 0:00,offline,VOLLEYBALL,1618,2555,73,35
7/26/2018 0:00,offline,Others,1618,3534,57,62
7/26/2018 0:00,offline,HIKING/TREKKING,1614,315,5,63
7/26/2018 0:00,online,SURFING,191,1624,28,58
7/26/2018 0:00,offline,CLIMBING,1618,357,51,7
7/26/2018 0:00,online,CYCLING,191,8526,98,87
7/26/2018 0:00,online,BASKETBALL,191,76,4,19
7/26/2018 0:00,offline,BOXING,1618,153,17,9
7/26/2018 0:00,online,SKI,191,6984,72,97
7/26/2018 0:00,offline,TABLE_TENNIS,1618,2002,77,26
7/26/2018 0:00,online,BOXING,191,704,16,44
7/26/2018 0:00,offline,RUGBY,1618,1953,31,63
7/26/2018 0:00,online,HIKING/TREKKING,191,1170,78,15
7/26/2018 0:00,online,CROSSTRAIN,191,1008,18,56
7/26/2018 0:00,offline,CYCLING,1618,6072,69,88
7/26/2018 0:00,offline,SKATE/ROLLER,1618,3150,75,42
7/26/2018 0:00,online,PILATES,191,1750,25,70
7/26/2018 0:00,online,TENNIS,191,2173,41,53
7/26/2018 0:00,offline,UNKNOWN,1614,528,6,88
7/27/2018 0:00,offline,DIVING,1614,2470,38,65
7/27/2018 0:00,offline,PILATES,1618,4320,72,60
7/27/2018 0:00,offline,BASKETBALL,1618,3300,50,66
7/27/2018 0:00,offline,SWIMMING,1618,5100,68,75
7/27/2018 0:00,offline,BADMINTON,1614,310,62,5
7/27/2018 0:00,offline,SKATE/ROLLER,1618,481,37,13
7/27/2018 0:00,offline,SKATE/ROLLER,1614,56,1,56
7/27/2018 0:00,offline,TRAIL,1618,189,9,21
7/27/2018 0:00,offline,HIKING/TREKKING,1618,5940,66,90
7/27/2018 0:00,offline,GOLF,1614,1242,18,69
7/27/2018 0:00,offline,FOOTBALL,1618,289,17,17
7/27/2018 0:00,offline,YOGA,1618,2597,49,53
7/27/2018 0:00,offline,YOGA,1614,3298,34,97
7/27/2018 0:00,offline,TRIATHLON,1614,44,44,1
7/27/2018 0:00,offline,RUGBY,1614,220,4,55
7/27/2018 0:00,offline,PILATES,1614,476,7,68
7/27/2018 0:00,offline,SURFING,1614,1219,53,23
7/27/2018 0:00,offline,KAYAK/SUP,1618,2592,96,27
7/27/2018 0:00,offline,FITNESS,1614,3567,41,87
7/27/2018 0:00,offline,BOXING,1618,6750,90,75
7/27/2018 0:00,offline,Others,1618,3212,73,44
7/27/2018 0:00,offline,DIVING,1618,4028,76,53
7/27/2018 0:00,offline,TENNIS,1618,6424,88,73
7/27/2018 0:00,offline,GOLF,1618,3276,39,84
7/27/2018 0:00,offline,FOOTBALL,1614,228,12,19
7/27/2018 0:00,offline,FITNESS,1618,1001,13,77
7/27/2018 0:00,online,HIKING/TREKKING,191,238,7,34
7/27/2018 0:00,offline,RUGBY,1618,4240,80,53
7/27/2018 0:00,offline,TRAIL,1614,693,63,11
7/27/2018 0:00,offline,JOG/RUN,1614,175,7,25
7/27/2018 0:00,online,SAILING,191,2211,67,33
7/27/2018 0:00,offline,HIKING/TREKKING,1614,180,12,15
7/27/2018 0:00,offline,SQUASH,1618,4459,49,91
7/27/2018 0:00,online,CYCLING,191,1547,17,91
7/27/2018 0:00,offline,CYCLING,1618,528,8,66
7/27/2018 0:00,online,SURFING,191,2030,70,29
7/27/2018 0:00,offline,CYCLING,1614,270,10,27
7/27/2018 0:00,online,Others,191,1980,36,55
7/27/2018 0:00,offline,CROSSTRAIN,1618,5546,94,59
7/27/2018 0:00,offline,BADMINTON,1618,4278,62,69
7/27/2018 0:00,offline,Others,1614,2240,56,40
7/27/2018 0:00,offline,UNKNOWN,1618,118,2,59
7/27/2018 0:00,online,FITNESS,191,1517,37,41
7/27/2018 0:00,online,CROSSTRAIN,191,351,27,13
7/27/2018 0:00,offline,CROSSTRAIN,1614,2700,45,60
7/27/2018 0:00,offline,TENNIS,1614,7812,93,84
7/27/2018 0:00,offline,KAYAK/SUP,1614,1508,58,26
7/27/2018 0:00,online,TABLE_TENNIS,191,972,18,54
7/27/2018 0:00,online,SKI,191,3431,73,47
7/27/2018 0:00,online,JOG/RUN,191,7480,88,85
7/27/2018 0:00,online,TRAIL,191,2400,48,50
7/27/2018 0:00,offline,CLIMBING,1618,2997,37,81
7/27/2018 0:00,offline,JOG/RUN,1618,5586,98,57
7/27/2018 0:00,offline,TRIATHLON,1618,90,2,45
7/27/2018 0:00,offline,TABLE_TENNIS,1614,1764,21,84
7/27/2018 0:00,online,BASKETBALL,191,1168,73,16
7/27/2018 0:00,offline,VOLLEYBALL,1618,2976,93,32
7/27/2018 0:00,online,SWIMMING,191,3038,98,31
7/27/2018 0:00,offline,SAILING,1618,847,77,11
7/27/2018 0:00,online,TENNIS,191,3395,97,35
7/27/2018 0:00,online,PILATES,191,1976,26,76
7/27/2018 0:00,offline,SWIMMING,1614,1328,83,16
7/27/2018 0:00,online,KAYAK/SUP,191,1742,26,67
7/27/2018 0:00,online,FOOTBALL,191,2501,41,61
7/27/2018 0:00,offline,SURFING,1618,1240,62,20
7/27/2018 0:00,offline,BASKETBALL,1614,7654,86,89
7/27/2018 0:00,online,CLIMBING,191,210,10,21
7/27/2018 0:00,offline,TABLE_TENNIS,1618,7623,77,99
7/27/2018 0:00,online,GOLF,191,3393,39,87
7/28/2018 0:00,offline,CROSSTRAIN,1614,1300,65,20
7/28/2018 0:00,offline,SWIMMING,1614,6450,86,75
7/28/2018 0:00,offline,TRAIL,1618,1455,97,15
7/28/2018 0:00,offline,SURFING,1614,426,71,6
7/28/2018 0:00,offline,BASKETBALL,1618,1911,39,49
7/28/2018 0:00,offline,JOG/RUN,1618,300,75,4
7/28/2018 0:00,offline,SAILING,1614,3752,67,56
7/28/2018 0:00,offline,TRIATHLON,1618,6460,85,76
7/28/2018 0:00,offline,SWIMMING,1618,2880,80,36
7/28/2018 0:00,offline,TABLE_TENNIS,1614,4785,87,55
7/28/2018 0:00,offline,DIVING,1614,1980,45,44
7/28/2018 0:00,online,SWIMMING,191,4224,44,96
7/28/2018 0:00,offline,JOG/RUN,1614,2546,67,38
7/28/2018 0:00,offline,SURFING,1618,2440,61,40
7/28/2018 0:00,offline,PILATES,1614,5368,61,88
7/28/2018 0:00,offline,TENNIS,1614,2100,75,28
7/28/2018 0:00,offline,FOOTBALL,1614,2139,93,23
7/28/2018 0:00,offline,TRIATHLON,1614,84,2,42
7/28/2018 0:00,offline,TENNIS,1618,2100,25,84
7/28/2018 0:00,offline,KAYAK/SUP,1618,67,1,67
7/28/2018 0:00,offline,BADMINTON,1614,3468,68,51
7/28/2018 0:00,offline,SAILING,1618,738,41,18
7/28/2018 0:00,offline,GOLF,1618,5292,63,84
7/28/2018 0:00,offline,FOOTBALL,1618,5896,88,67
7/28/2018 0:00,online,TENNIS,191,2300,50,46
7/28/2018 0:00,offline,SKATE/ROLLER,1618,7392,96,77
7/28/2018 0:00,offline,FITNESS,1618,810,27,30
7/28/2018 0:00,offline,BASKETBALL,1614,5467,77,71
7/28/2018 0:00,offline,SKI,1614,198,9,22
7/28/2018 0:00,offline,CYCLING,1614,1344,24,56
7/28/2018 0:00,offline,GOLF,1614,65,65,1
7/28/2018 0:00,offline,TRAIL,1614,7826,86,91
7/28/2018 0:00,offline,BADMINTON,1618,380,95,4
7/28/2018 0:00,online,Others,191,1134,21,54
7/28/2018 0:00,online,FOOTBALL,191,2112,44,48
7/28/2018 0:00,offline,Others,1614,288,24,12
7/28/2018 0:00,offline,KAYAK/SUP,1614,1600,25,64
7/28/2018 0:00,offline,CROSSTRAIN,1618,2820,47,60
7/28/2018 0:00,offline,DIVING,1618,4180,55,76
7/28/2018 0:00,offline,HIKING/TREKKING,1618,232,29,8
7/28/2018 0:00,offline,YOGA,1614,2883,31,93
7/28/2018 0:00,online,JOG/RUN,191,77,77,1
7/28/2018 0:00,offline,SKATE/ROLLER,1614,4752,48,99
7/28/2018 0:00,offline,SKI,1618,3649,41,89
7/28/2018 0:00,offline,CYCLING,1618,279,93,3
7/28/2018 0:00,online,CYCLING,191,159,53,3
7/28/2018 0:00,offline,YOGA,1618,1680,24,70
7/28/2018 0:00,online,YOGA,191,950,25,38
7/28/2018 0:00,offline,SQUASH,1618,33,33,1
7/28/2018 0:00,offline,BOXING,1618,3192,76,42
7/28/2018 0:00,offline,PILATES,1618,2175,25,87
7/28/2018 0:00,online,HIKING/TREKKING,191,760,10,76
7/28/2018 0:00,offline,RUGBY,1614,2001,87,23
7/28/2018 0:00,online,DIVING,191,350,25,14
7/28/2018 0:00,offline,CLIMBING,1618,2546,67,38
7/28/2018 0:00,offline,UNKNOWN,1618,360,9,40
7/28/2018 0:00,offline,Others,1618,550,22,25
7/28/2018 0:00,offline,FITNESS,1614,1368,72,19
7/28/2018 0:00,online,PILATES,191,1377,17,81
7/28/2018 0:00,offline,HIKING/TREKKING,1614,1900,25,76
7/28/2018 0:00,online,CROSSTRAIN,191,5073,57,89
7/28/2018 0:00,offline,RUGBY,1618,3120,39,80
7/28/2018 0:00,online,FITNESS,191,1392,29,48
7/28/2018 0:00,offline,VOLLEYBALL,1618,1776,48,37
7/28/2018 0:00,offline,TABLE_TENNIS,1618,5913,81,73
7/28/2018 0:00,online,SURFING,191,2666,62,43
7/29/2018 0:00,offline,RUGBY,1614,8918,91,98
7/29/2018 0:00,offline,HIKING/TREKKING,1614,828,46,18
7/29/2018 0:00,offline,YOGA,1618,126,21,6
7/29/2018 0:00,offline,CROSSTRAIN,1614,3264,96,34
7/29/2018 0:00,offline,FITNESS,1614,1394,34,41
7/29/2018 0:00,offline,CYCLING,1614,600,10,60
7/29/2018 0:00,offline,HIKING/TREKKING,1618,792,12,66
7/29/2018 0:00,offline,JOG/RUN,1614,2788,34,82
7/29/2018 0:00,offline,PILATES,1614,156,3,52
7/29/2018 0:00,offline,TENNIS,1618,520,40,13
7/29/2018 0:00,offline,PILATES,1618,903,21,43
7/29/2018 0:00,online,SWIMMING,191,4888,52,94
7/29/2018 0:00,offline,FITNESS,1618,6298,94,67
7/29/2018 0:00,offline,CROSSTRAIN,1618,2484,27,92
7/29/2018 0:00,offline,TENNIS,1614,4554,46,99
7/29/2018 0:00,offline,FOOTBALL,1618,702,39,18
7/29/2018 0:00,offline,VOLLEYBALL,1618,1904,68,28
7/29/2018 0:00,offline,Others,1618,5984,68,88
7/29/2018 0:00,offline,TRAIL,1618,1080,40,27
7/29/2018 0:00,offline,SKI,1618,16,16,1
7/29/2018 0:00,offline,SURFING,1614,3996,74,54
7/29/2018 0:00,offline,FOOTBALL,1614,588,28,21
7/29/2018 0:00,offline,BASKETBALL,1618,2997,81,37
7/29/2018 0:00,offline,TABLE_TENNIS,1618,3293,89,37
7/29/2018 0:00,offline,TABLE_TENNIS,1614,3640,56,65
7/29/2018 0:00,offline,TRIATHLON,1618,2275,25,91
7/29/2018 0:00,online,Others,191,2450,98,25
7/29/2018 0:00,online,SURFING,191,8820,90,98
7/29/2018 0:00,offline,SURFING,1618,2244,51,44
7/29/2018 0:00,offline,SAILING,1618,6480,72,90
7/29/2018 0:00,online,SKI,191,2135,61,35
7/29/2018 0:00,offline,UNKNOWN,1614,4750,50,95
7/29/2018 0:00,online,CROSSTRAIN,191,1120,70,16
7/29/2018 0:00,online,BASKETBALL,191,4928,64,77
7/29/2018 0:00,offline,KAYAK/SUP,1618,6889,83,83
7/29/2018 0:00,online,JOG/RUN,191,384,16,24
7/29/2018 0:00,offline,KAYAK/SUP,1614,86,1,86
7/29/2018 0:00,offline,SWIMMING,1618,6,2,3
7/29/2018 0:00,offline,BASKETBALL,1614,874,19,46
7/29/2018 0:00,offline,BOXING,1618,1508,52,29
7/29/2018 0:00,offline,UNKNOWN,1618,2223,39,57
7/29/2018 0:00,offline,BOXING,1614,1342,61,22
7/29/2018 0:00,offline,GOLF,1614,4650,93,50
7/29/2018 0:00,online,PILATES,191,390,5,78
7/29/2018 0:00,online,DIVING,191,4290,65,66
7/29/2018 0:00,offline,DIVING,1614,651,31,21
7/29/2018 0:00,offline,SWIMMING,1614,6478,79,82
7/29/2018 0:00,offline,DIVING,1618,1271,41,31
7/29/2018 0:00,offline,TRIATHLON,1614,1554,42,37
7/29/2018 0:00,offline,SKATE/ROLLER,1614,4399,53,83
7/29/2018 0:00,online,BOXING,191,2106,81,26
7/29/2018 0:00,online,TENNIS,191,3367,37,91
7/29/2018 0:00,offline,SAILING,1614,420,14,30
7/29/2018 0:00,online,YOGA,191,2064,24,86
7/29/2018 0:00,online,FITNESS,191,2212,28,79
7/29/2018 0:00,online,SKATE/ROLLER,191,440,8,55
7/29/2018 0:00,online,HIKING/TREKKING,191,2610,87,30
7/29/2018 0:00,offline,BADMINTON,1614,232,58,4
7/29/2018 0:00,offline,JOG/RUN,1618,4560,76,60
7/29/2018 0:00,offline,SKATE/ROLLER,1618,2209,47,47
7/29/2018 0:00,offline,BADMINTON,1618,640,80,8
7/29/2018 0:00,offline,Others,1614,450,9,50
7/29/2018 0:00,online,CYCLING,191,7462,82,91
7/29/2018 0:00,offline,YOGA,1614,4140,45,92
7/29/2018 0:00,offline,CYCLING,1618,435,15,29
7/29/2018 0:00,online,FOOTBALL,191,1782,33,54
7/29/2018 0:00,offline,TRAIL,1614,112,8,14
7/29/2018 0:00,offline,CLIMBING,1618,2160,40,54
7/29/2018 0:00,offline,RUGBY,1618,470,5,94
7/29/2018 0:00,offline,GOLF,1618,4389,57,77
7/30/2018 0:00,offline,JOG/RUN,1618,928,29,32
7/30/2018 0:00,offline,TRAIL,1618,4350,58,75
7/30/2018 0:00,offline,DIVING,1614,5368,88,61
7/30/2018 0:00,offline,FOOTBALL,1618,620,20,31
7/30/2018 0:00,offline,Others,1618,684,36,19
7/30/2018 0:00,offline,TRAIL,1614,216,8,27
7/30/2018 0:00,offline,PILATES,1618,576,24,24
7/30/2018 0:00,online,HIKING/TREKKING,191,880,80,11
7/30/2018 0:00,offline,HIKING/TREKKING,1614,768,12,64
7/30/2018 0:00,offline,YOGA,1618,2142,63,34
7/30/2018 0:00,offline,RUGBY,1618,1771,23,77
7/30/2018 0:00,online,Others,191,2030,70,29
7/30/2018 0:00,offline,FOOTBALL,1614,74,37,2
7/30/2018 0:00,offline,BOXING,1618,602,86,7
7/30/2018 0:00,offline,JOG/RUN,1614,2800,40,70
7/30/2018 0:00,offline,BADMINTON,1618,2025,75,27
7/30/2018 0:00,offline,HIKING/TREKKING,1618,1015,29,35
7/30/2018 0:00,offline,FITNESS,1614,1914,66,29
7/30/2018 0:00,online,CYCLING,191,4095,45,91
7/30/2018 0:00,offline,BASKETBALL,1618,4032,72,56
7/30/2018 0:00,offline,Others,1614,1118,86,13
7/30/2018 0:00,offline,CLIMBING,1618,1815,33,55
7/30/2018 0:00,offline,RUGBY,1614,4774,77,62
7/30/2018 0:00,offline,GOLF,1618,138,2,69
7/30/2018 0:00,offline,CROSSTRAIN,1614,176,22,8
7/30/2018 0:00,offline,TABLE_TENNIS,1618,230,10,23
7/30/2018 0:00,offline,TRIATHLON,1618,2790,30,93
7/30/2018 0:00,offline,BADMINTON,1614,784,98,8
7/30/2018 0:00,offline,SURFING,1618,279,31,9
7/30/2018 0:00,online,VOLLEYBALL,191,2552,44,58
7/30/2018 0:00,offline,CYCLING,1618,76,4,19
7/30/2018 0:00,offline,GOLF,1614,100,50,2
7/30/2018 0:00,offline,YOGA,1614,900,25,36
7/30/2018 0:00,online,CROSSTRAIN,191,5487,59,93
7/30/2018 0:00,offline,TRIATHLON,1614,75,75,1
7/30/2018 0:00,offline,SWIMMING,1614,4042,43,94
7/30/2018 0:00,offline,FITNESS,1618,4335,85,51
7/30/2018 0:00,offline,CYCLING,1614,1900,95,20
7/30/2018 0:00,online,SWIMMING,191,6808,92,74
7/30/2018 0:00,online,FITNESS,191,2016,84,24
7/30/2018 0:00,offline,BASKETBALL,1614,5632,64,88
7/30/2018 0:00,offline,SKATE/ROLLER,1614,460,10,46
7/30/2018 0:00,offline,SKI,1618,3213,51,63
7/30/2018 0:00,offline,DIVING,1618,2255,41,55
7/30/2018 0:00,online,TENNIS,191,3444,84,41
7/30/2018 0:00,offline,TABLE_TENNIS,1614,3610,95,38
7/30/2018 0:00,offline,SURFING,1614,2378,58,41
7/30/2018 0:00,offline,SKATE/ROLLER,1618,6970,85,82
7/30/2018 0:00,offline,CROSSTRAIN,1618,2303,47,49
7/30/2018 0:00,offline,SAILING,1618,504,28,18
7/30/2018 0:00,online,GOLF,191,1491,71,21
7/30/2018 0:00,online,YOGA,191,4800,80,60
7/30/2018 0:00,offline,TENNIS,1614,703,37,19
7/30/2018 0:00,online,BASKETBALL,191,1215,27,45
7/30/2018 0:00,offline,VOLLEYBALL,1618,4830,69,70
7/30/2018 0:00,online,BADMINTON,191,156,2,78
7/30/2018 0:00,online,SAILING,191,207,23,9
7/30/2018 0:00,online,JOG/RUN,191,77,1,77
7/30/2018 0:00,online,DIVING,191,2024,44,46
7/30/2018 0:00,offline,KAYAK/SUP,1614,1254,19,66
7/30/2018 0:00,offline,TENNIS,1618,17,17,1
7/30/2018 0:00,offline,SAILING,1614,6270,66,95
7/30/2018 0:00,offline,PILATES,1614,2016,84,24
7/30/2018 0:00,offline,KAYAK/SUP,1618,2295,45,51
7/30/2018 0:00,online,SKI,191,7968,96,83
7/30/2018 0:00,offline,SWIMMING,1618,1036,37,28
7/30/2018 0:00,online,SKATE/ROLLER,191,6808,74,92
7/30/2018 0:00,online,SURFING,191,912,24,38
7/30/2018 0:00,online,PILATES,191,8536,97,88
7/30/2018 0:00,online,FOOTBALL,191,616,8,77
7/31/2018 0:00,offline,BASKETBALL,1614,1407,21,67
7/31/2018 0:00,offline,CYCLING,1614,3627,93,39
7/31/2018 0:00,offline,HIKING/TREKKING,1618,520,65,8
7/31/2018 0:00,offline,Others,1618,294,14,21
7/31/2018 0:00,offline,FITNESS,1618,470,5,94
7/31/2018 0:00,offline,FOOTBALL,1614,1333,31,43
7/31/2018 0:00,offline,HIKING/TREKKING,1614,4455,45,99
7/31/2018 0:00,offline,RUGBY,1614,936,26,36
7/31/2018 0:00,offline,SKATE/ROLLER,1614,6912,96,72
7/31/2018 0:00,offline,BOXING,1618,2409,33,73
7/31/2018 0:00,offline,SURFING,1618,3420,76,45
7/31/2018 0:00,offline,Others,1614,1520,80,19
7/31/2018 0:00,offline,TENNIS,1614,2520,30,84
7/31/2018 0:00,offline,JOG/RUN,1618,1100,25,44
7/31/2018 0:00,online,Others,191,338,13,26
7/31/2018 0:00,offline,JOG/RUN,1614,156,3,52
7/31/2018 0:00,offline,CLIMBING,1618,270,54,5
7/31/2018 0:00,offline,CROSSTRAIN,1618,39,39,1
7/31/2018 0:00,offline,YOGA,1618,75,25,3
7/31/2018 0:00,offline,GOLF,1614,1680,24,70
7/31/2018 0:00,offline,TRIATHLON,1614,4232,46,92
7/31/2018 0:00,offline,PILATES,1614,2244,33,68
7/31/2018 0:00,offline,SWIMMING,1614,6348,92,69
7/31/2018 0:00,online,CYCLING,191,3569,83,43
7/31/2018 0:00,offline,RUGBY,1618,1274,49,26
7/31/2018 0:00,offline,TENNIS,1618,848,53,16
7/31/2018 0:00,offline,FITNESS,1614,3015,45,67
7/31/2018 0:00,offline,TRIATHLON,1618,4018,98,41
7/31/2018 0:00,offline,TABLE_TENNIS,1618,4539,89,51
7/31/2018 0:00,online,SWIMMING,191,940,47,20
7/31/2018 0:00,online,CROSSTRAIN,191,855,57,15
7/31/2018 0:00,online,FITNESS,191,2475,45,55
7/31/2018 0:00,offline,TRAIL,1614,2205,45,49
7/31/2018 0:00,offline,BADMINTON,1614,1680,40,42
7/31/2018 0:00,offline,BASKETBALL,1618,663,39,17
7/31/2018 0:00,offline,CROSSTRAIN,1614,816,48,17
7/31/2018 0:00,offline,TABLE_TENNIS,1614,182,14,13
7/31/2018 0:00,online,SKI,191,3780,54,70
7/31/2018 0:00,online,TRAIL,191,2530,46,55
7/31/2018 0:00,offline,PILATES,1618,525,35,15
7/31/2018 0:00,offline,KAYAK/SUP,1618,490,14,35
7/31/2018 0:00,offline,SWIMMING,1618,2325,93,25
7/31/2018 0:00,online,SKATE/ROLLER,191,864,36,24
7/31/2018 0:00,offline,SQUASH,1618,3596,62,58
7/31/2018 0:00,offline,SKATE/ROLLER,1618,8928,93,96
7/31/2018 0:00,offline,TRAIL,1618,189,21,9
7/31/2018 0:00,offline,GOLF,1618,1376,32,43
7/31/2018 0:00,offline,KAYAK/SUP,1614,1302,21,62
7/31/2018 0:00,offline,SKI,1618,4250,50,85
7/31/2018 0:00,offline,BADMINTON,1618,693,77,9
7/31/2018 0:00,offline,SAILING,1618,1095,15,73
7/31/2018 0:00,offline,CYCLING,1618,8008,88,91
7/31/2018 0:00,online,PILATES,191,3256,37,88
7/31/2018 0:00,offline,YOGA,1614,5180,70,74
7/31/2018 0:00,offline,SAILING,1614,1232,28,44
7/31/2018 0:00,online,JOG/RUN,191,1551,33,47
7/31/2018 0:00,online,FOOTBALL,191,2343,71,33
7/31/2018 0:00,offline,VOLLEYBALL,1618,4134,53,78
7/31/2018 0:00,offline,FOOTBALL,1618,5694,78,73
7/31/2018 0:00,online,HIKING/TREKKING,191,1463,19,77
7/31/2018 0:00,online,GOLF,191,984,41,24
7/31/2018 0:00,online,DIVING,191,2449,79,31
